1.299038105676658006e+01 7.499999999999999112e+00
1.299038105676658006e+01 7.499999999999999112e+00
1.299038105676658006e+01 7.499999999999999112e+00
-1.743114854953164761e+00 1.992389396183491002e+01
-1.743114854953164761e+00 1.992389396183491002e+01
-1.743114854953164761e+00 1.992389396183491002e+01
-2.755455298081544383e-15 -1.500000000000000000e+01
-2.755455298081544383e-15 -1.500000000000000000e+01
-2.755455298081544383e-15 -1.500000000000000000e+01
1.375328890437410578e+01 9.992349288972043553e+00
1.375328890437410578e+01 9.992349288972043553e+00
1.375328890437410578e+01 9.992349288972043553e+00
-8.865978680812478530e+00 9.507598121049216644e+00
-8.865978680812478530e+00 9.507598121049216644e+00
-8.865978680812478530e+00 9.507598121049216644e+00
1.575171387854579308e+01 1.062466516594419197e+01
1.492267630599075190e+01 1.006547226247344362e+01
